"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Atp2b1.2",0,-0.547658261021185,0.354,0.578,0,"Endothelial (Artery)","Atp2b1"
"Fam134b.3",0,-0.548447702631268,0.02,0.193,0,"Endothelial (Artery)","Fam134b"
"Pid1.2",0,-0.558653835448797,0.008,0.267,0,"Endothelial (Artery)","Pid1"
"Got1.3",0,-0.56341963034236,0.043,0.306,0,"Endothelial (Artery)","Got1"
"Clec4a3.3",0,-0.563579743198545,0.003,0.212,0,"Endothelial (Artery)","Clec4a3"
"Adssl1.3",0,-0.568092739072446,0.013,0.221,0,"Endothelial (Artery)","Adssl1"
"Rilpl2.3",0,-0.568729538858914,0.093,0.305,0,"Endothelial (Artery)","Rilpl2"
"Mmp14.3",0,-0.569704985244049,0.054,0.274,0,"Endothelial (Artery)","Mmp14"
"Asph.2",0,-0.571411039952948,0.085,0.323,0,"Endothelial (Artery)","Asph"
"Olfml3.1",0,-0.573514007112659,0.01,0.233,0,"Endothelial (Artery)","Olfml3"
"Ncf2.3",0,-0.574692122168903,0.011,0.255,0,"Endothelial (Artery)","Ncf2"
"Emilin2.3",0,-0.577001505124003,0.006,0.26,0,"Endothelial (Artery)","Emilin2"
"Epsti1.3",0,-0.579235735779313,0.005,0.23,0,"Endothelial (Artery)","Epsti1"
"Ptafr.3",0,-0.582195571381122,0.007,0.214,0,"Endothelial (Artery)","Ptafr"
"Itgam.3",0,-0.582339314169736,0.01,0.225,0,"Endothelial (Artery)","Itgam"
"Cytip.3",0,-0.585628237246589,0.006,0.181,0,"Endothelial (Artery)","Cytip"
"Cd300a.3",0,-0.588310091334228,0.006,0.236,0,"Endothelial (Artery)","Cd300a"
"Ctsk.3",0,-0.588726012991806,0.013,0.189,0,"Endothelial (Artery)","Ctsk"
"Sdc2.2",0,-0.592216398174139,0.011,0.204,0,"Endothelial (Artery)","Sdc2"
"Evi2a.3",0,-0.593172698258749,0.004,0.281,0,"Endothelial (Artery)","Evi2a"
"Clec12a.3",0,-0.594370079329161,0.005,0.223,0,"Endothelial (Artery)","Clec12a"
"Rcn3.2",0,-0.594465124603112,0.048,0.23,0,"Endothelial (Artery)","Rcn3"
"Clec4a2.3",0,-0.59881611381413,0.003,0.207,0,"Endothelial (Artery)","Clec4a2"
"5430435G22Rik.2",0,-0.602724357169972,0.004,0.263,0,"Endothelial (Artery)","5430435G22Rik"
"Arl4c.3",0,-0.60309530065377,0.042,0.284,0,"Endothelial (Artery)","Arl4c"
"Ank2.2",0,-0.604040862626474,0.003,0.171,0,"Endothelial (Artery)","Ank2"
"Emb.3",0,-0.605579513739264,0.006,0.239,0,"Endothelial (Artery)","Emb"
"Cd48.3",0,-0.605589505173833,0.005,0.258,0,"Endothelial (Artery)","Cd48"
"Ugp2.3",0,-0.617788625568366,0.159,0.383,0,"Endothelial (Artery)","Ugp2"
"Selplg.3",0,-0.61882445076739,0.007,0.254,0,"Endothelial (Artery)","Selplg"
"Creg1.3",0,-0.620720005378907,0.157,0.421,0,"Endothelial (Artery)","Creg1"
"Fcgr2b.3",0,-0.624694817779027,0.005,0.235,0,"Endothelial (Artery)","Fcgr2b"
"Ecm1.3",0,-0.624839252229929,0.117,0.334,0,"Endothelial (Artery)","Ecm1"
"Gp49a.3",0,-0.624994370108896,0.007,0.225,0,"Endothelial (Artery)","Gp49a"
"Plxdc2.3",0,-0.642916467269371,0.011,0.207,0,"Endothelial (Artery)","Plxdc2"
"Cfp.3",0,-0.643529294556322,0.011,0.225,0,"Endothelial (Artery)","Cfp"
"Itgb2.3",0,-0.653010016084729,0.008,0.261,0,"Endothelial (Artery)","Itgb2"
"Abi3bp.3",0,-0.653834798958536,0.01,0.18,0,"Endothelial (Artery)","Abi3bp"
"Aprt.2",0,-0.655827036208202,0.226,0.49,0,"Endothelial (Artery)","Aprt"
"Ifi204.3",0,-0.657788753820777,0.06,0.328,0,"Endothelial (Artery)","Ifi204"
"Ppp1r14b.3",0,-0.666884251306709,0.15,0.429,0,"Endothelial (Artery)","Ppp1r14b"
"Fam49b.3",0,-0.669626960630142,0.091,0.378,0,"Endothelial (Artery)","Fam49b"
"Ctsa.3",0,-0.674341432507493,0.198,0.453,0,"Endothelial (Artery)","Ctsa"
"Pla2g7.3",0,-0.67612772249043,0.007,0.232,0,"Endothelial (Artery)","Pla2g7"
"Cxcl16.3",0,-0.677248961250829,0.073,0.313,0,"Endothelial (Artery)","Cxcl16"
"Loxl1.2",0,-0.677521740372424,0.009,0.193,0,"Endothelial (Artery)","Loxl1"
"Fam46a.2",0,-0.682829481251778,0.01,0.294,0,"Endothelial (Artery)","Fam46a"
"Islr.2",0,-0.693272466295466,0.01,0.185,0,"Endothelial (Artery)","Islr"
"Axl.3",0,-0.700156005275972,0.04,0.319,0,"Endothelial (Artery)","Axl"
"Mrc1.3",0,-0.706070754020962,0.005,0.178,0,"Endothelial (Artery)","Mrc1"
"Rplp0.2",0,-0.712724547350938,0.897,0.857,0,"Endothelial (Artery)","Rplp0"
"Nupr1.2",0,-0.715893623226326,0.029,0.315,0,"Endothelial (Artery)","Nupr1"
"Ptpn18.3",0,-0.716628470948277,0.186,0.367,0,"Endothelial (Artery)","Ptpn18"
"Rpsa.2",0,-0.716887709734521,0.782,0.826,0,"Endothelial (Artery)","Rpsa"
"H2-DMb1.3",0,-0.726199857949568,0.013,0.209,0,"Endothelial (Artery)","H2-DMb1"
"Cd83.3",0,-0.727698788915838,0.022,0.225,0,"Endothelial (Artery)","Cd83"
"Phlda1.2",0,-0.727753893347616,0.116,0.343,0,"Endothelial (Artery)","Phlda1"
"C5ar1.3",0,-0.728479661064578,0.005,0.21,0,"Endothelial (Artery)","C5ar1"
"Gm2a.3",0,-0.73205017825886,0.109,0.407,0,"Endothelial (Artery)","Gm2a"
"Bin1.1",0,-0.733579687564351,0.041,0.39,0,"Endothelial (Artery)","Bin1"
"Flnc.2",0,-0.735202479003084,0.018,0.188,0,"Endothelial (Artery)","Flnc"
"Prdx5.2",0,-0.740048880840721,0.276,0.559,0,"Endothelial (Artery)","Prdx5"
"Metrnl.3",0,-0.740649236657622,0.046,0.365,0,"Endothelial (Artery)","Metrnl"
"Unc93b1.3",0,-0.74231982492391,0.158,0.407,0,"Endothelial (Artery)","Unc93b1"
"Ccr2.3",0,-0.74404206880986,0.005,0.181,0,"Endothelial (Artery)","Ccr2"
"Fxyd1.2",0,-0.74932710213217,0.026,0.271,0,"Endothelial (Artery)","Fxyd1"
"Gmfg.3",0,-0.754529394345377,0.017,0.29,0,"Endothelial (Artery)","Gmfg"
"Msrb1.3",0,-0.766305119465622,0.157,0.4,0,"Endothelial (Artery)","Msrb1"
"Col5a1.3",0,-0.769583513879701,0.011,0.179,0,"Endothelial (Artery)","Col5a1"
"Rgs10.3",0,-0.769850600129134,0.138,0.384,0,"Endothelial (Artery)","Rgs10"
"Syngr1.3",0,-0.772477413689408,0.005,0.182,0,"Endothelial (Artery)","Syngr1"
"Emp3.3",0,-0.774671741348371,0.281,0.601,0,"Endothelial (Artery)","Emp3"
"Nbl1.2",0,-0.776148874493131,0.052,0.243,0,"Endothelial (Artery)","Nbl1"
"Fgl2.3",0,-0.782518053785927,0.025,0.247,0,"Endothelial (Artery)","Fgl2"
"C3ar1.3",0,-0.784071377429711,0.006,0.252,0,"Endothelial (Artery)","C3ar1"
"Cd302.2",0,-0.785099089237966,0.035,0.387,0,"Endothelial (Artery)","Cd302"
"Snx5.3",0,-0.785208922142729,0.128,0.45,0,"Endothelial (Artery)","Snx5"
"Pld4.3",0,-0.794923742423054,0.006,0.272,0,"Endothelial (Artery)","Pld4"
"Itih5.2",0,-0.797561258454551,0.015,0.191,0,"Endothelial (Artery)","Itih5"
"Trf.3",0,-0.807484874086362,0.012,0.253,0,"Endothelial (Artery)","Trf"
"Odc1.3",0,-0.810818042443969,0.129,0.39,0,"Endothelial (Artery)","Odc1"
"Runx1.3",0,-0.813566350078707,0.013,0.365,0,"Endothelial (Artery)","Runx1"
"Fyb.3",0,-0.814511222893502,0.013,0.3,0,"Endothelial (Artery)","Fyb"
"Clec4d.3",0,-0.8160708276288,0.006,0.175,0,"Endothelial (Artery)","Clec4d"
"Emr1.3",0,-0.817155155896758,0.006,0.252,0,"Endothelial (Artery)","Emr1"
"Ms4a4c.3",0,-0.819022664151982,0.005,0.192,0,"Endothelial (Artery)","Ms4a4c"
"Fcgr1.3",0,-0.822821525821705,0.004,0.248,0,"Endothelial (Artery)","Fcgr1"
"Lilrb4.3",0,-0.82509889862887,0.008,0.263,0,"Endothelial (Artery)","Lilrb4"
"AI607873.2",0,-0.825898401932572,0.038,0.357,0,"Endothelial (Artery)","AI607873"
"Ms4a6d.3",0,-0.827949894137668,0.008,0.259,0,"Endothelial (Artery)","Ms4a6d"
"Htra3.2",0,-0.862049356957743,0.016,0.212,0,"Endothelial (Artery)","Htra3"
"Rac2.3",0,-0.866963122464912,0.007,0.302,0,"Endothelial (Artery)","Rac2"
"Hexb.3",0,-0.876728175427094,0.188,0.437,0,"Endothelial (Artery)","Hexb"
"H2-DMa.3",0,-0.881002471799432,0.011,0.256,0,"Endothelial (Artery)","H2-DMa"
"Efhd2.3",0,-0.884393264313408,0.119,0.445,0,"Endothelial (Artery)","Efhd2"
"Arhgdib.3",0,-0.889012655557211,0.124,0.393,0,"Endothelial (Artery)","Arhgdib"
"Ms4a6b.3",0,-0.896293192012449,0.011,0.276,0,"Endothelial (Artery)","Ms4a6b"
"Igf1.3",0,-0.89685683135951,0.012,0.295,0,"Endothelial (Artery)","Igf1"
"Plin2.3",0,-0.913884671539115,0.212,0.417,0,"Endothelial (Artery)","Plin2"
"Bcl2a1b.3",0,-0.917738038131829,0.004,0.213,0,"Endothelial (Artery)","Bcl2a1b"
"Gas1.3",0,-0.926969833389524,0.017,0.21,0,"Endothelial (Artery)","Gas1"
"Anxa1.3",0,-0.93360982001334,0.121,0.461,0,"Endothelial (Artery)","Anxa1"
"Ctsz.3",0,-0.935478184510208,0.434,0.646,0,"Endothelial (Artery)","Ctsz"
"Celf2.2",0,-0.937732302850131,0.045,0.495,0,"Endothelial (Artery)","Celf2"
"Spi1.3",0,-0.939974728517214,0.007,0.311,0,"Endothelial (Artery)","Spi1"
"Sirpa.3",0,-0.940133714581155,0.013,0.356,0,"Endothelial (Artery)","Sirpa"
"Rgs2.3",0,-0.956000138569374,0.055,0.329,0,"Endothelial (Artery)","Rgs2"
"Ly86.3",0,-0.956856787299714,0.004,0.28,0,"Endothelial (Artery)","Ly86"
"AF251705.3",0,-0.958790144774415,0.007,0.283,0,"Endothelial (Artery)","AF251705"
"Csf1r.3",0,-0.961950439748624,0.009,0.285,0,"Endothelial (Artery)","Csf1r"
"Maf.3",0,-0.969548747154173,0.013,0.337,0,"Endothelial (Artery)","Maf"
"Mmp2.3",0,-0.9745625990207,0.034,0.229,0,"Endothelial (Artery)","Mmp2"
"Pdpn.3",0,-0.98797824720409,0.01,0.29,0,"Endothelial (Artery)","Pdpn"
"Hexa.3",0,-0.989933601731072,0.192,0.503,0,"Endothelial (Artery)","Hexa"
"Tmsb10.2",0,-0.997203379994418,0.608,0.767,0,"Endothelial (Artery)","Tmsb10"
"Rarres2.2",0,-0.99804550156841,0.029,0.233,0,"Endothelial (Artery)","Rarres2"
"Ptprc.3",0,-1.00223825627335,0.01,0.318,0,"Endothelial (Artery)","Ptprc"
"Basp1.2",0,-1.00266951413996,0.011,0.327,0,"Endothelial (Artery)","Basp1"
"Ogn.3",0,-1.0158045284737,0.014,0.211,0,"Endothelial (Artery)","Ogn"
"Lcp1.3",0,-1.02533113587467,0.082,0.355,0,"Endothelial (Artery)","Lcp1"
"Col6a2.3",0,-1.0285323315925,0.018,0.21,0,"Endothelial (Artery)","Col6a2"
"Cd44.2",0,-1.03184034318115,0.1,0.461,0,"Endothelial (Artery)","Cd44"
"Fcgr3.3",0,-1.04033062352076,0.006,0.285,0,"Endothelial (Artery)","Fcgr3"
"Dpt.2",0,-1.04644211474171,0.014,0.213,0,"Endothelial (Artery)","Dpt"
"C3.3",0,-1.05164781660964,0.021,0.205,0,"Endothelial (Artery)","C3"
"Lrp1.3",0,-1.05684875234651,0.026,0.444,0,"Endothelial (Artery)","Lrp1"
"Rgs1.3",0,-1.06847737076163,0.013,0.214,0,"Endothelial (Artery)","Rgs1"
"Cybb.3",0,-1.0689915671032,0.006,0.286,0,"Endothelial (Artery)","Cybb"
"Rnase4.3",0,-1.08485121169773,0.053,0.393,0,"Endothelial (Artery)","Rnase4"
"Npc2.2",0,-1.09431422001932,0.481,0.664,0,"Endothelial (Artery)","Npc2"
"Ctsh.3",0,-1.10449958683716,0.091,0.445,0,"Endothelial (Artery)","Ctsh"
"Col6a3.3",0,-1.10936497239474,0.022,0.194,0,"Endothelial (Artery)","Col6a3"
"Cd53.3",0,-1.10942774413667,0.011,0.355,0,"Endothelial (Artery)","Cd53"
"Lst1.3",0,-1.11030639038435,0.011,0.315,0,"Endothelial (Artery)","Lst1"
"Cstb.3",0,-1.15533426887149,0.353,0.591,0,"Endothelial (Artery)","Cstb"
"Plek.3",0,-1.18747520361576,0.012,0.297,0,"Endothelial (Artery)","Plek"
"Ms4a6c.3",0,-1.18772802928004,0.006,0.303,0,"Endothelial (Artery)","Ms4a6c"
"Col6a1.3",0,-1.19389208506314,0.022,0.237,0,"Endothelial (Artery)","Col6a1"
"Lsp1.3",0,-1.19769915073181,0.025,0.429,0,"Endothelial (Artery)","Lsp1"
"Alox5ap.3",0,-1.21244470626853,0.01,0.325,0,"Endothelial (Artery)","Alox5ap"
"Sdc4.3",0,-1.21594928127855,0.052,0.387,0,"Endothelial (Artery)","Sdc4"
"Cyba.3",0,-1.22740223363659,0.455,0.618,0,"Endothelial (Artery)","Cyba"
"Itm2a.3",0,-1.23376439355616,0.027,0.249,0,"Endothelial (Artery)","Itm2a"
"Cryab.2",0,-1.24080311825241,0.053,0.236,0,"Endothelial (Artery)","Cryab"
"Ftl1.3",0,-1.24317796216791,0.952,0.868,0,"Endothelial (Artery)","Ftl1"
"Mpeg1.3",0,-1.25306755761074,0.009,0.311,0,"Endothelial (Artery)","Mpeg1"
"Plac8.2",0,-1.2574800985056,0.01,0.191,0,"Endothelial (Artery)","Plac8"
"Vegfa.3",0,-1.25812749036815,0.046,0.239,0,"Endothelial (Artery)","Vegfa"
"Aif1.3",0,-1.25848868384531,0.009,0.296,0,"Endothelial (Artery)","Aif1"
"Mafb.3",0,-1.266707345376,0.078,0.423,0,"Endothelial (Artery)","Mafb"
"Timp2.3",0,-1.2710687476773,0.161,0.522,0,"Endothelial (Artery)","Timp2"
"Gpnmb.3",0,-1.28114353509612,0.011,0.22,0,"Endothelial (Artery)","Gpnmb"
"Ifi30.3",0,-1.30567983314415,0.036,0.411,0,"Endothelial (Artery)","Ifi30"
"Trem2.3",0,-1.31079442560742,0.009,0.258,0,"Endothelial (Artery)","Trem2"
"Atp1a2.3",0,-1.31233966886025,0.016,0.183,0,"Endothelial (Artery)","Atp1a2"
"Ccl9.3",0,-1.31911004616275,0.013,0.26,0,"Endothelial (Artery)","Ccl9"
"Ccl3.3",0,-1.34602935694781,0.008,0.181,0,"Endothelial (Artery)","Ccl3"
"Coro1a.3",0,-1.35768890188294,0.012,0.365,0,"Endothelial (Artery)","Coro1a"
"Cd68.3",0,-1.38477716324524,0.038,0.333,0,"Endothelial (Artery)","Cd68"
"Zeb2.3",0,-1.39075745616504,0.031,0.532,0,"Endothelial (Artery)","Zeb2"
"Ctsc.3",0,-1.40123564667293,0.013,0.352,0,"Endothelial (Artery)","Ctsc"
"Cebpb.2",0,-1.4191680469667,0.259,0.634,0,"Endothelial (Artery)","Cebpb"
"Cotl1.3",0,-1.42665909694596,0.039,0.46,0,"Endothelial (Artery)","Cotl1"
"Mfap5.3",0,-1.43496995294133,0.023,0.196,0,"Endothelial (Artery)","Mfap5"
"Tgfbi.3",0,-1.47575587966787,0.015,0.426,0,"Endothelial (Artery)","Tgfbi"
"Serping1.2",0,-1.499766168484,0.065,0.283,0,"Endothelial (Artery)","Serping1"
"Fth1.3",0,-1.53279372831873,0.96,0.894,0,"Endothelial (Artery)","Fth1"
"Ccl7.3",0,-1.54371538208005,0.038,0.236,0,"Endothelial (Artery)","Ccl7"
"Cd14.3",0,-1.55234230347207,0.028,0.31,0,"Endothelial (Artery)","Cd14"
"Thbs1.3",0,-1.55660138140292,0.036,0.31,0,"Endothelial (Artery)","Thbs1"
"Ccl6.3",0,-1.58425953034845,0.013,0.268,0,"Endothelial (Artery)","Ccl6"
"Ms4a7.3",0,-1.59344718000837,0.007,0.264,0,"Endothelial (Artery)","Ms4a7"
"Igfbp6.3",0,-1.60068558522613,0.04,0.232,0,"Endothelial (Artery)","Igfbp6"
"Ccl4.3",0,-1.60593283997896,0.01,0.187,0,"Endothelial (Artery)","Ccl4"
"Laptm5.3",0,-1.60843198079856,0.017,0.396,0,"Endothelial (Artery)","Laptm5"
"Hk2.3",0,-1.63372130762707,0.005,0.283,0,"Endothelial (Artery)","Hk2"
"Lgmn.3",0,-1.66840871281679,0.19,0.449,0,"Endothelial (Artery)","Lgmn"
"Ctsb.2",0,-1.69161056246344,0.623,0.702,0,"Endothelial (Artery)","Ctsb"
"Il1b.3",0,-1.75332304498025,0.009,0.171,0,"Endothelial (Artery)","Il1b"
"Ccl2.3",0,-1.78302183143837,0.046,0.282,0,"Endothelial (Artery)","Ccl2"
"Gpx3.3",0,-1.81968079471458,0.042,0.327,0,"Endothelial (Artery)","Gpx3"
"Cd63.2",0,-1.83270057486972,0.229,0.658,0,"Endothelial (Artery)","Cd63"
"Wfdc17.3",0,-1.88668099836311,0.018,0.328,0,"Endothelial (Artery)","Wfdc17"
"Pf4.3",0,-1.96026773110562,0.021,0.234,0,"Endothelial (Artery)","Pf4"
"C1qc.3",0,-2.04560337255907,0.014,0.258,0,"Endothelial (Artery)","C1qc"
"Cd52.3",0,-2.07958485362376,0.014,0.393,0,"Endothelial (Artery)","Cd52"
"Lgals1.2",0,-2.30808124754694,0.182,0.72,0,"Endothelial (Artery)","Lgals1"
"C1qa.3",0,-2.30892614055096,0.009,0.246,0,"Endothelial (Artery)","C1qa"
"H2-Eb1.3",0,-2.36206876501928,0.038,0.238,0,"Endothelial (Artery)","H2-Eb1"
"Lgals3.3",0,-2.36584455172911,0.139,0.456,0,"Endothelial (Artery)","Lgals3"
"H2-Ab1.3",0,-2.46969795053655,0.066,0.267,0,"Endothelial (Artery)","H2-Ab1"
"Col1a2.3",0,-2.48163699505969,0.038,0.254,0,"Endothelial (Artery)","Col1a2"
"Tyrobp.3",0,-2.4899967625739,0.023,0.383,0,"Endothelial (Artery)","Tyrobp"
"C1qb.3",0,-2.50175982204596,0.016,0.273,0,"Endothelial (Artery)","C1qb"
"Col1a1.3",0,-2.50809081463722,0.029,0.227,0,"Endothelial (Artery)","Col1a1"
"Fcer1g.3",0,-2.55182157937224,0.025,0.385,0,"Endothelial (Artery)","Fcer1g"
"H2-Aa.3",0,-2.55732580475845,0.038,0.252,0,"Endothelial (Artery)","H2-Aa"
"Ctss.3",0,-2.63529366786868,0.027,0.379,0,"Endothelial (Artery)","Ctss"
"Spp1.3",0,-2.78778253611919,0.026,0.278,0,"Endothelial (Artery)","Spp1"
"Col3a1.3",0,-2.79631967426946,0.043,0.275,0,"Endothelial (Artery)","Col3a1"
"Cd74.3",0,-3.10978835647624,0.047,0.308,0,"Endothelial (Artery)","Cd74"
"Meg3.2",0,-3.20759623588796,0.017,0.26,0,"Endothelial (Artery)","Meg3"
"Gsn.3",0,-3.2332560256488,0.175,0.565,0,"Endothelial (Artery)","Gsn"
"Dcn.3",0,-3.26883425383327,0.065,0.238,0,"Endothelial (Artery)","Dcn"
"Lyz2.3",0,-3.7746647578925,0.044,0.375,0,"Endothelial (Artery)","Lyz2"
"Serpine2.3",1.50994424491584e-307,-0.569521262471776,0.014,0.178,4.26604547516073e-303,"Endothelial (Artery)","Serpine2"
"Daglb.3",1.54870993992217e-307,-0.301094649351511,0.026,0.2,4.37557019326212e-303,"Endothelial (Artery)","Daglb"
"Gpx8.2",1.81041303764959e-307,-0.405641983813606,0.019,0.186,5.11495995527139e-303,"Endothelial (Artery)","Gpx8"
"Pgd.1",2.73048384740312e-307,-0.298467751729283,0.096,0.299,7.71443601406802e-303,"Endothelial (Artery)","Pgd"
"Msr1.3",5.31498622296473e-307,-0.416756132396043,0.004,0.161,1.50164305757422e-302,"Endothelial (Artery)","Msr1"
"Dock10.2",6.29834704269976e-307,-0.282879569318266,0.006,0.166,1.77947198997396e-302,"Endothelial (Artery)","Dock10"
"Hrct1.1",9.52175366087614e-307,0.256188311676643,0.142,0.048,2.69018106180734e-302,"Endothelial (Artery)","Hrct1"
"Lum.3",2.29527680402213e-306,-1.46288846072964,0.022,0.187,6.48484555440373e-302,"Endothelial (Artery)","Lum"
"Pnpla2.2",2.41084052574449e-306,0.453152103066364,0.366,0.218,6.81134773738592e-302,"Endothelial (Artery)","Pnpla2"
"Atp6v0b.3",6.80343097612564e-306,-0.440396539923732,0.434,0.623,1.92217335368478e-301,"Endothelial (Artery)","Atp6v0b"
"Gnb2l1.2",1.46565386707681e-305,-0.414813904667497,0.749,0.805,4.14091187065212e-301,"Endothelial (Artery)","Gnb2l1"
"Mnda.3",6.40895139005928e-305,-0.392876515833889,0.04,0.219,1.81072103623345e-300,"Endothelial (Artery)","Mnda"
"Prelp.2",1.63949098245607e-304,-0.607579581873425,0.014,0.177,4.63205387273314e-300,"Endothelial (Artery)","Prelp"
"Pgls.1",2.91934323704384e-304,-0.321346577881467,0.226,0.455,8.24802044761996e-300,"Endothelial (Artery)","Pgls"
"Nktr.1",5.52623564186941e-304,-0.505539163312941,0.262,0.496,1.56132735589736e-299,"Endothelial (Artery)","Nktr"
"Rpl36al.1",2.37161848445444e-303,-0.388123806077853,0.657,0.755,6.70053370412913e-299,"Endothelial (Artery)","Rpl36al"
"Sod1.1",6.9549176192408e-303,0.485698577359853,0.492,0.362,1.9649728749641e-298,"Endothelial (Artery)","Sod1"
"Git1.1",3.35883685077218e-302,0.348784392148457,0.228,0.106,9.48972175448665e-298,"Endothelial (Artery)","Git1"
"Klf3.2",1.20597284053606e-301,0.443474635886677,0.35,0.206,3.40723506636653e-297,"Endothelial (Artery)","Klf3"
"Iqgap2.1",9.5297689089645e-301,-0.270196836430501,0.002,0.157,2.69244560984974e-296,"Endothelial (Artery)","Iqgap2"
"Tep1.2",1.03279634701558e-300,-0.302154915260801,0.025,0.193,2.91795951922312e-296,"Endothelial (Artery)","Tep1"
"Arhgap24.2",1.39624743981221e-300,-0.285861908952129,0.003,0.159,3.94481789170144e-296,"Endothelial (Artery)","Arhgap24"
"Entpd2.3",2.47122884272141e-300,-0.588545683142465,0.008,0.165,6.98196284934079e-296,"Endothelial (Artery)","Entpd2"
"Vcan.3",2.94723663307491e-299,-0.552610650142397,0.006,0.162,8.32682765942654e-295,"Endothelial (Artery)","Vcan"
"Ccdc109b.2",3.5770432568435e-299,-0.28409315669356,0.041,0.219,1.01062203135599e-294,"Endothelial (Artery)","Ccdc109b"
"Abcc4.1",3.83353160099735e-299,0.251154625226365,0.148,0.053,1.08308768322978e-294,"Endothelial (Artery)","Abcc4"
"Aebp1.3",6.27533752496573e-299,-0.790712453772499,0.037,0.205,1.77297111092857e-294,"Endothelial (Artery)","Aebp1"
"C1s.3",3.204593300146e-298,-0.650722828237709,0.022,0.185,9.05393745090248e-294,"Endothelial (Artery)","C1s"
"Naa50.2",3.88402876422422e-298,-0.387169851641841,0.203,0.422,1.09735464675627e-293,"Endothelial (Artery)","Naa50"
"Btg3.2",5.99623065142661e-298,0.411729211192479,0.259,0.127,1.69411504594756e-293,"Endothelial (Artery)","Btg3"
"Rgs16.1",2.04587832112949e-297,0.402477227522348,0.146,0.052,5.78022002068714e-293,"Endothelial (Artery)","Rgs16"
"Itga4.3",7.30252144277312e-296,-0.383562749984298,0.004,0.158,2.06318138322669e-291,"Endothelial (Artery)","Itga4"
"Tmem37.3",2.30122845585863e-294,-0.36383314708775,0.008,0.164,6.50166075633738e-290,"Endothelial (Artery)","Tmem37"
"Lysmd2.1",2.44477826854394e-294,0.35481923159836,0.282,0.143,6.90723204211721e-290,"Endothelial (Artery)","Lysmd2"
"Cdk17.1",7.15336393344672e-294,0.360147255731423,0.251,0.122,2.0210399121167e-289,"Endothelial (Artery)","Cdk17"
"Fndc1.3",1.15613149114274e-293,-0.622305201446449,0.01,0.166,3.26641830192559e-289,"Endothelial (Artery)","Fndc1"
"Arhgef3.1",3.32432960239653e-293,0.304752259839444,0.22,0.098,9.39222842565093e-289,"Endothelial (Artery)","Arhgef3"
"Lcp2.3",6.99798649554508e-293,-0.313183947156027,0.003,0.155,1.97714112458635e-288,"Endothelial (Artery)","Lcp2"
"Tmem167.1",1.27380714837871e-292,-0.293314607623148,0.23,0.459,3.59888733631438e-288,"Endothelial (Artery)","Tmem167"
"Rnf149.3",1.86715906157559e-292,-0.368953209906767,0.035,0.206,5.27528449666951e-288,"Endothelial (Artery)","Rnf149"
"Il11ra1.2",2.7846148123433e-292,-0.541755256263338,0.115,0.305,7.86737222931352e-288,"Endothelial (Artery)","Il11ra1"
"Nceh1.3",1.17046837301502e-291,-0.373970667364572,0.041,0.213,3.30692429427932e-287,"Endothelial (Artery)","Nceh1"
"Ctnnd1.1",1.33478766868091e-291,0.421022202363029,0.342,0.203,3.77117560032418e-287,"Endothelial (Artery)","Ctnnd1"
"Col5a3.3",1.78766527133809e-291,-0.659072889529006,0.021,0.18,5.05069069111152e-287,"Endothelial (Artery)","Col5a3"
"Txndc5.2",7.34824031238005e-291,-0.344681427503841,0.099,0.293,2.07609833545673e-286,"Endothelial (Artery)","Txndc5"
"Dnajc15.2",1.54981968026512e-290,-0.283990515523187,0.103,0.302,4.37870554265304e-286,"Endothelial (Artery)","Dnajc15"
"2010107E04Rik.1",2.82768069418244e-290,-0.41948501574276,0.421,0.625,7.98904626527364e-286,"Endothelial (Artery)","2010107E04Rik"
"Gla.3",2.87300583006369e-290,-0.368770575809793,0.042,0.214,8.11710337167894e-286,"Endothelial (Artery)","Gla"
"Fgfr1.3",9.08249488055565e-290,-0.556096359862542,0.119,0.305,2.56607727860339e-285,"Endothelial (Artery)","Fgfr1"
"Ssfa2.1",1.40181679137577e-289,0.423687451273462,0.306,0.171,3.96055298067396e-285,"Endothelial (Artery)","Ssfa2"
"F13a1.3",1.46897957339829e-289,-0.69150182773147,0.004,0.154,4.1503079887222e-285,"Endothelial (Artery)","F13a1"
"Bmp2k",5.21296068554089e-289,-0.274377786875287,0.027,0.193,1.47281778248587e-284,"Endothelial (Artery)","Bmp2k"
"Ctla2b.3",1.15819494113834e-288,0.31497153612115,0.22,0.098,3.27224816719815e-284,"Endothelial (Artery)","Ctla2b"
"Ahnak2.2",5.77197728281654e-288,-0.293028933678316,0.014,0.171,1.63075674171416e-283,"Endothelial (Artery)","Ahnak2"
"Hcst.3",6.34637073401058e-288,-0.399868681901758,0.004,0.155,1.79304012348001e-283,"Endothelial (Artery)","Hcst"
"Lrp5.1",7.82316793716585e-288,0.284203060105248,0.188,0.079,2.21027963728747e-283,"Endothelial (Artery)","Lrp5"
"Tspo.1",9.1764427115468e-288,0.349106151389563,0.765,0.64,2.59262035929332e-283,"Endothelial (Artery)","Tspo"
"Zfhx3.1",2.65613665517029e-287,-0.367254956025212,0.068,0.251,7.50438289185263e-283,"Endothelial (Artery)","Zfhx3"
"Maoa",3.51426012028588e-287,0.29412179878696,0.173,0.07,9.92883911784369e-283,"Endothelial (Artery)","Maoa"
