"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","is.trascr.factor","is.surface.protein"
"Eif6",6.02196989712783e-188,1.1914709059282,0.973,0.31,1.70138715503553e-183,"1","Eif6",FALSE,FALSE
"Gtpbp4",8.85101335254772e-188,1.0726819898634,0.98,0.298,2.50067680249531e-183,"1","Gtpbp4",FALSE,FALSE
"Rpf1",1.12341975127572e-187,0.612083864014524,0.776,0.15,3.17399782327929e-183,"1","Rpf1",FALSE,FALSE
"Nhp2",1.26699821492659e-187,1.17442925057662,0.973,0.301,3.57965005663209e-183,"1","Nhp2",FALSE,FALSE
"Nme1",1.74673513169561e-187,1.28010220207641,0.983,0.349,4.9350507675796e-183,"1","Nme1",FALSE,FALSE
"Polr3d",3.85364963582135e-187,0.690712447630758,0.87,0.187,1.08877163160861e-182,"1","Polr3d",FALSE,FALSE
"Thop1",9.08992082139536e-187,0.559339748191996,0.722,0.132,2.56817532966883e-182,"1","Thop1",FALSE,FALSE
"Pinx1",2.57077084317978e-186,0.476687787083845,0.579,0.089,7.26319886323583e-182,"1","Pinx1",FALSE,FALSE
"Kpnb1",4.27109030890181e-186,0.802059947654807,0.876,0.2,1.20671114497403e-181,"1","Kpnb1",FALSE,FALSE
"Nol10",1.04976121109403e-185,0.425852445514135,0.605,0.094,2.96589034970395e-181,"1","Nol10",FALSE,FALSE
"Gdf15",1.33452795574584e-185,0.460013012461292,0.381,0.041,3.77044183336871e-181,"1","Gdf15",FALSE,FALSE
"Ddx27",2.62476748648603e-185,0.773345059353093,0.853,0.186,7.41575557956899e-181,"1","Ddx27",FALSE,FALSE
"Arf3",1.03880429197841e-184,0.553778562651896,0.599,0.097,2.9349337661266e-180,"1","Arf3",FALSE,FALSE
"Ppie",2.00327915136031e-184,0.600983760494138,0.786,0.156,5.65986458633829e-180,"1","Ppie",FALSE,FALSE
"Hspa9",4.03150050867368e-184,1.4272786161746,0.987,0.45,1.13901983871558e-179,"1","Hspa9",FALSE,FALSE
"Dph2",4.645884996011e-184,0.311645155360696,0.421,0.049,1.31260188792299e-179,"1","Dph2",FALSE,FALSE
"Wdr5",5.96956379672917e-184,0.519703490805831,0.702,0.126,1.68658085948989e-179,"1","Wdr5",FALSE,FALSE
"Esd",6.24646987235747e-184,1.48846699750617,0.987,0.34,1.76481513303716e-179,"1","Esd",FALSE,FALSE
"Mtap",8.04621067468612e-184,0.587214226372835,0.619,0.104,2.27329590191907e-179,"1","Mtap",FALSE,FALSE
"Mrps18b",9.29366591314136e-184,0.843380179905537,0.933,0.229,2.62573943043983e-179,"1","Mrps18b",FALSE,FALSE
"Sars",9.68142343321316e-184,1.14114105655651,0.95,0.298,2.73529256258571e-179,"1","Sars",FALSE,FALSE
"Serpine1",2.67492270500055e-183,1.13759294947098,0.826,0.181,7.55745911843806e-179,"1","Serpine1",FALSE,FALSE
"Epha2",2.85863382209896e-183,0.482584417997577,0.492,0.067,8.07649813757618e-179,"1","Epha2",FALSE,TRUE
"Lap3",5.64227186422177e-183,0.736330142829727,0.823,0.179,1.59411106979858e-178,"1","Lap3",FALSE,FALSE
"Nol8",6.63197375467376e-183,0.546246109891826,0.739,0.137,1.87373154490798e-178,"1","Nol8",FALSE,FALSE
"Wdr55",8.92267830534985e-183,0.490277364365072,0.602,0.098,2.52092430161049e-178,"1","Wdr55",FALSE,FALSE
"Cyb5r1",9.17773486346001e-183,0.590318922410197,0.702,0.127,2.59298543097336e-178,"1","Cyb5r1",FALSE,FALSE
"Smn1",1.75473559283838e-182,0.605021217072739,0.753,0.147,4.95765447044627e-178,"1","Smn1",FALSE,FALSE
"Ppan",2.24271399709934e-182,0.75196358958521,0.903,0.21,6.33633985600478e-178,"1","Ppan",FALSE,FALSE
"Ankrd1",3.18303514408572e-182,1.23942922946319,0.863,0.207,8.99302919258538e-178,"1","Ankrd1",FALSE,FALSE
"Pvt1",4.0878561593783e-182,0.458498810437986,0.602,0.095,1.15494200070915e-177,"1","Pvt1",FALSE,FALSE
"Clptm1l",4.11182089367592e-182,0.690680886988033,0.806,0.172,1.16171275709026e-177,"1","Clptm1l",FALSE,TRUE
"Pcgf6",5.77100254410155e-182,0.39388312707986,0.485,0.065,1.63048134878501e-177,"1","Pcgf6",TRUE,FALSE
"Sh2b3",6.57926436908557e-182,0.43678600001857,0.545,0.08,1.85883956219775e-177,"1","Sh2b3",FALSE,FALSE
"Uck2.1",1.08711644170452e-181,0.652245293351918,0.789,0.158,3.07143008274779e-177,"1","Uck2.1",FALSE,FALSE
"Pwp2",1.29969875631867e-181,0.391143001817748,0.525,0.074,3.67203889622715e-177,"1","Pwp2",FALSE,FALSE
"Ltv1",1.90184539645378e-181,0.648657752863939,0.796,0.165,5.37328379860086e-177,"1","Ltv1",FALSE,FALSE
"Nol9",2.09520071840429e-181,0.539916830762498,0.629,0.106,5.91957058970765e-177,"1","Nol9",FALSE,FALSE
"Nolc1",2.36741139216818e-181,0.999860303517024,0.967,0.265,6.68864740629275e-177,"1","Nolc1",FALSE,FALSE
"Fam19a5",5.00708590973843e-181,0.545880035150896,0.452,0.058,1.4146519820784e-176,"1","Fam19a5",FALSE,FALSE
"Lyar",5.9247898316411e-181,0.920790392640353,0.92,0.238,1.67393087113356e-176,"1","Lyar",FALSE,FALSE
"Bud31",1.55755836383186e-180,0.92599054141465,0.916,0.243,4.40056964533416e-176,"1","Bud31",FALSE,FALSE
"Mettl16",2.49528296112114e-180,0.629863571476387,0.776,0.154,7.04992295005554e-176,"1","Mettl16",FALSE,FALSE
"Cdkn1a",3.23598110733711e-180,1.38168212172689,0.993,0.345,9.14261742255954e-176,"1","Cdkn1a",FALSE,FALSE
"Xpot",4.67007065182922e-180,0.575106379236096,0.726,0.137,1.31943506126131e-175,"1","Xpot",FALSE,FALSE
"Dnajc2",5.87462656707547e-180,0.678748272421078,0.836,0.182,1.65975824399583e-175,"1","Dnajc2",FALSE,FALSE
"Farsb",1.25763135037481e-179,0.586123614414521,0.749,0.147,3.55318585421395e-175,"1","Farsb",FALSE,FALSE
"Gclm",1.94430980467996e-179,1.05568684310545,0.963,0.251,5.49325849116229e-175,"1","Gclm",FALSE,FALSE
"Rsl1d1",3.16750264236226e-179,1.15128198961255,0.993,0.347,8.94914521546609e-175,"1","Rsl1d1",FALSE,FALSE
"Apex1",6.57807449912028e-179,0.80220355550293,0.876,0.204,1.85850338823645e-174,"1","Apex1",FALSE,FALSE
"Nup54",8.85672390007622e-179,0.538040665225505,0.716,0.133,2.50229020348853e-174,"1","Nup54",FALSE,FALSE
"Psmd14",1.04414675425421e-178,0.823412182118252,0.916,0.223,2.95002782479441e-174,"1","Psmd14",FALSE,FALSE
"Wdr77",2.27580234115533e-178,0.717173455213816,0.829,0.183,6.42982435446616e-174,"1","Wdr77",FALSE,FALSE
"Npm1",5.41931852631377e-178,1.54033053670523,1,0.518,1.53112006323943e-173,"1","Npm1",FALSE,FALSE
"Actn1",3.00463086687886e-177,0.727287205951576,0.753,0.152,8.48898358819284e-173,"1","Actn1",FALSE,FALSE
"Hspa4",8.74480076319538e-177,1.08143847087193,0.98,0.325,2.47066855962559e-172,"1","Hspa4",FALSE,FALSE
"Mrps22",9.74675382313988e-177,0.4665562162754,0.612,0.103,2.75375035765171e-172,"1","Mrps22",FALSE,FALSE
"Eif4e",9.99432893172233e-177,1.15957244462,0.983,0.356,2.82369775307951e-172,"1","Eif4e",FALSE,FALSE
"1810022K09Rik",2.46520313321138e-176,0.673695800559575,0.783,0.159,6.9649384122621e-172,"1","1810022K09Rik",FALSE,FALSE
"Zmat3",3.6974292869031e-176,0.46359511402073,0.485,0.068,1.04463469642873e-171,"1","Zmat3",FALSE,FALSE
"Tfb2m",4.03247193664257e-176,0.44927027490078,0.642,0.109,1.13929429625963e-171,"1","Tfb2m",TRUE,FALSE
"Itpa",6.54115907832273e-176,0.586188072847977,0.746,0.149,1.84807367439852e-171,"1","Itpa",FALSE,FALSE
"Ranbp1",6.57441740342913e-176,1.21608934985143,0.987,0.353,1.85747014899083e-171,"1","Ranbp1",FALSE,FALSE
"Wdr43",8.40946389864523e-176,1.07944327135477,0.987,0.313,2.37592583528424e-171,"1","Wdr43",FALSE,FALSE
"Pycrl",8.69428727731532e-176,0.527678932374318,0.662,0.119,2.4563969844599e-171,"1","Pycrl",FALSE,FALSE
"Ppa1",9.11237845654956e-176,0.778413332773257,0.87,0.2,2.57452028532895e-171,"1","Ppa1",FALSE,FALSE
"Sf3b4",3.13536359170486e-175,0.759383012331891,0.916,0.221,8.85834275564373e-171,"1","Sf3b4",FALSE,FALSE
"Imp3",4.44708682785421e-175,0.811635230917038,0.883,0.222,1.25643544147365e-170,"1","Imp3",FALSE,FALSE
"Ran",6.30642265769259e-175,1.41122881342253,0.99,0.459,1.78175359347789e-170,"1","Ran",FALSE,FALSE
"Krr1",1.13875620276597e-174,0.562394866734666,0.749,0.148,3.21732789967469e-170,"1","Krr1",FALSE,FALSE
"Tmbim6",1.22669813882897e-174,1.39102330975441,1,0.373,3.46579025163348e-170,"1","Tmbim6",FALSE,FALSE
"Adrm1",1.50680975839884e-174,0.938933227308225,0.963,0.261,4.25718961040426e-170,"1","Adrm1",FALSE,FALSE
"Eif3g",2.27174020298237e-174,1.08200230354909,0.98,0.332,6.41834759548609e-170,"1","Eif3g",FALSE,FALSE
"Slc35c2",3.15584946100963e-174,0.395724733942826,0.518,0.077,8.91622148219052e-170,"1","Slc35c2",FALSE,FALSE
"Pus1",3.31293938633413e-174,0.501202281074462,0.706,0.132,9.36004764820983e-170,"1","Pus1",FALSE,FALSE
"Pdap1",9.18833047967849e-174,1.08604845624452,0.977,0.337,2.59597901042356e-169,"1","Pdap1",FALSE,FALSE
"Ddx10",9.99958019953637e-174,0.602392992570381,0.766,0.156,2.82518139377501e-169,"1","Ddx10",FALSE,FALSE
"Utp15",1.21962765807765e-173,0.437415834047821,0.579,0.092,3.44581402236679e-169,"1","Utp15",FALSE,FALSE
"Pusl1",3.97105901070251e-173,0.446807909881253,0.619,0.104,1.12194330229378e-168,"1","Pusl1",FALSE,FALSE
"Pdpn",4.16043740927815e-173,1.3020798589697,0.987,0.339,1.17544838124335e-168,"1","Pdpn",FALSE,TRUE
"Exosc5",6.86196146640538e-173,0.581787616604594,0.672,0.127,1.93870997310351e-168,"1","Exosc5",FALSE,FALSE
"Sfxn1",9.14358496247251e-173,0.497326146119252,0.579,0.095,2.58333705944736e-168,"1","Sfxn1",FALSE,FALSE
"Prmt6",1.89839141567623e-172,0.430401875794468,0.505,0.074,5.36352526671005e-168,"1","Prmt6",FALSE,FALSE
"Rrp8",1.92006851688711e-172,0.592123176452739,0.719,0.141,5.42476958076116e-168,"1","Rrp8",FALSE,FALSE
"Plk2",2.79969534172408e-172,0.976504208616441,0.819,0.183,7.90997924897304e-168,"1","Plk2",FALSE,FALSE
"Tmem199",3.86737147242077e-172,0.449458363883325,0.599,0.099,1.09264846210304e-167,"1","Tmem199",FALSE,FALSE
"Utp18",9.73895647929281e-172,0.60509137807298,0.799,0.167,2.7515473740946e-167,"1","Utp18",FALSE,FALSE
"Actr3",1.01928334943385e-171,1.0558228346099,0.936,0.265,2.87978124715546e-167,"1","Actr3",FALSE,FALSE
"Rwdd4a",1.14746603172056e-171,0.585957039130177,0.726,0.145,3.2419357794201e-167,"1","Rwdd4a",FALSE,FALSE
"Tprkb",1.49768261533287e-171,0.5511369839712,0.696,0.132,4.23140269309996e-167,"1","Tprkb",FALSE,FALSE
"Cct7",2.322404664842e-171,1.20439601685464,0.983,0.373,6.56148989957809e-167,"1","Cct7",FALSE,FALSE
"Ruvbl1",4.09962004687582e-171,0.695758003346475,0.873,0.2,1.15826565184383e-166,"1","Ruvbl1",FALSE,FALSE
"Gmfb",6.49462112284734e-171,0.647271147220421,0.813,0.179,1.83492530583806e-166,"1","Gmfb",FALSE,FALSE
"Gfer",7.32153276612576e-171,0.550463102316474,0.763,0.155,2.06855265241351e-166,"1","Gfer",FALSE,FALSE
"Cnih1",1.83486782767693e-170,0.654693806534284,0.786,0.171,5.18405207353564e-166,"1","Cnih1",FALSE,FALSE
"Noc2l",5.28249942490221e-170,0.635032164153601,0.786,0.168,1.49246456251762e-165,"1","Noc2l",FALSE,FALSE
"Nle1",5.55491905073946e-170,0.535214584803524,0.706,0.134,1.56943127940542e-165,"1","Nle1",FALSE,FALSE
"Ncl",5.63274688707355e-170,1.58937483573352,0.993,0.563,1.59141997800489e-165,"1","Ncl",FALSE,TRUE
"Ghitm",8.69430210593657e-170,1.06930966255911,0.946,0.296,2.45640117399026e-165,"1","Ghitm",FALSE,FALSE
"Bccip",1.05146461386152e-169,0.834597205790504,0.946,0.26,2.97070297354294e-165,"1","Bccip",FALSE,FALSE
"Pisd",1.18039007645943e-169,0.529718408235001,0.716,0.139,3.33495608302081e-165,"1","Pisd",FALSE,FALSE
"Dync1li1",1.42124724858875e-169,0.673325163055774,0.796,0.177,4.01544985143781e-165,"1","Dync1li1",FALSE,FALSE
"Atad1",1.43246293038524e-169,0.587927114515693,0.766,0.158,4.04713751721741e-165,"1","Atad1",FALSE,FALSE
"Cd3eap",1.80973249438992e-169,0.59175020506086,0.676,0.127,5.11303721639985e-165,"1","Cd3eap",FALSE,FALSE
"Twistnb",3.33815862335312e-169,0.670000935750135,0.863,0.2,9.43129955855958e-165,"1","Twistnb",FALSE,FALSE
"Sigmar1",4.34324480359471e-169,0.543600950968737,0.639,0.113,1.22709695435961e-164,"1","Sigmar1",FALSE,FALSE
"Phb",4.64629834723e-169,0.853350881263846,0.913,0.238,1.31271867204289e-164,"1","Phb",TRUE,FALSE
"Slc39a6",6.23379633739535e-169,0.440949023644102,0.595,0.099,1.76123447920431e-164,"1","Slc39a6",FALSE,TRUE
"Fbl",7.17517165962442e-169,1.08780510054296,0.99,0.349,2.02720124899369e-164,"1","Fbl",FALSE,FALSE
"Prdx6",2.3312063870247e-168,1.26975068039368,0.977,0.335,6.58635740526088e-164,"1","Prdx6",FALSE,FALSE
"Eif5a",4.44541401606914e-168,1.48059639524532,0.987,0.548,1.25596282196001e-163,"1","Eif5a",FALSE,FALSE
"Polr3e",8.06807685111669e-168,0.3866984502716,0.548,0.086,2.279473752746e-163,"1","Polr3e",FALSE,FALSE
"TMEM185B",3.72517364677102e-167,0.472057437402528,0.619,0.107,1.05247331042222e-162,"1","TMEM185B",FALSE,FALSE
"Nop58",3.93236572318284e-167,1.18283283366893,0.99,0.365,1.11101128777085e-162,"1","Nop58",FALSE,FALSE
"Slu7",4.43752561350232e-167,0.461023443417928,0.672,0.124,1.25373411158281e-162,"1","Slu7",FALSE,FALSE
"Sco2",5.60033234825656e-167,0.425411322320409,0.532,0.083,1.58226189835293e-162,"1","Sco2",FALSE,FALSE
"Zfp259",5.81288627292787e-167,0.649940559021822,0.823,0.185,1.64231475869031e-162,"1","Zfp259",FALSE,FALSE
"Prpf3",7.26499436372549e-167,0.459044429974252,0.652,0.117,2.05257885758336e-162,"1","Prpf3",FALSE,FALSE
"4921524J17Rik",7.66219191741107e-167,0.557536417094978,0.692,0.134,2.16479908242615e-162,"1","4921524J17Rik",FALSE,FALSE
"Hnrnpf",8.05791974449173e-167,1.2153058751309,0.997,0.439,2.27660406541125e-162,"1","Hnrnpf",FALSE,FALSE
"Cct3",8.591760333698e-167,1.11857419647551,0.99,0.372,2.4274300470797e-162,"1","Cct3",FALSE,FALSE
"2810004N23Rik",2.65430092060307e-166,0.723827145903781,0.876,0.208,7.49919639097985e-162,"1","2810004N23Rik",FALSE,FALSE
"Hars",7.45020767906307e-166,0.54976159488393,0.739,0.151,2.10490717556569e-161,"1","Hars",FALSE,FALSE
"Snrpd1",8.86661336700228e-166,0.947143081907348,0.963,0.292,2.50508427457915e-161,"1","Snrpd1",FALSE,FALSE
"Mif",4.02957984440401e-165,1.28670029228238,0.98,0.401,1.13847719343946e-160,"1","Mif",FALSE,FALSE
"Erh",9.70194794164581e-165,1.15106202697787,0.983,0.376,2.74109135195319e-160,"1","Erh",FALSE,FALSE
"Gtf2h1",1.37693930519943e-164,0.65257495506638,0.776,0.17,3.89026661897995e-160,"1","Gtf2h1",FALSE,FALSE
"Siah2",1.44256777442725e-164,0.583620815210311,0.753,0.155,4.07568673308931e-160,"1","Siah2",FALSE,FALSE
"Dgat2",2.19079706915346e-164,0.333035009837839,0.408,0.051,6.18965895947927e-160,"1","Dgat2",FALSE,FALSE
"1110038B12Rik",2.34883508100448e-164,0.875489769047684,0.89,0.227,6.63616375436196e-160,"1","1110038B12Rik",FALSE,FALSE
"D10Wsu102e",2.42285734526635e-164,0.489901199515739,0.639,0.116,6.84529885758102e-160,"1","D10Wsu102e",FALSE,FALSE
"Gemin6",2.5654887593223e-164,0.41490158000503,0.502,0.076,7.24827539171329e-160,"1","Gemin6",FALSE,FALSE
"Dbt",3.05875367748445e-164,0.392671040508966,0.552,0.088,8.64189676499681e-160,"1","Dbt",FALSE,FALSE
"Fcf1",7.58553263605982e-164,0.669107179333449,0.836,0.194,2.14314053566598e-159,"1","Fcf1",FALSE,FALSE
"Polr2h",1.40744834200806e-163,0.648975493790113,0.809,0.183,3.97646380067538e-159,"1","Polr2h",FALSE,FALSE
"Eif2s2",1.260602080675e-162,1.36235853780248,0.99,0.581,3.56157905853108e-158,"1","Eif2s2",FALSE,TRUE
"Ddx56",3.55730001238083e-162,0.538932348148106,0.702,0.14,1.00504397249796e-157,"1","Ddx56",FALSE,FALSE
"Leo1",4.23559052211808e-162,0.498762174449777,0.595,0.105,1.19668139021402e-157,"1","Leo1",FALSE,FALSE
"Pole3",5.58007776280828e-162,0.538602717703125,0.696,0.138,1.57653937032622e-157,"1","Pole3",FALSE,FALSE
"Snx5",6.92304055347325e-162,0.67420385169077,0.829,0.195,1.9559666475728e-157,"1","Snx5",FALSE,FALSE
"Rpia",7.32180723778623e-162,0.430179692162895,0.726,0.14,2.06863019889174e-157,"1","Rpia",FALSE,FALSE
"Sssca1",7.34412071625312e-162,0.625733724805464,0.803,0.177,2.07493442596299e-157,"1","Sssca1",FALSE,FALSE
"1700123O20Rik",9.60229528605771e-162,0.522944983092907,0.716,0.145,2.71293648716989e-157,"1","1700123O20Rik",FALSE,FALSE
"Exosc3",1.58235097974645e-161,0.476617481222819,0.696,0.135,4.47061622307764e-157,"1","Exosc3",FALSE,FALSE
"Rrp12",2.07399721210428e-161,0.381694393795013,0.535,0.084,5.85966432335821e-157,"1","Rrp12",FALSE,FALSE
"Hspd1",2.62722545224033e-161,1.19650305376975,0.997,0.418,7.42270007021459e-157,"1","Hspd1",FALSE,TRUE
"Lmo4",4.92805259257586e-161,0.839035973674866,0.893,0.233,1.39232269898046e-156,"1","Lmo4",FALSE,FALSE
"Zfp143",5.50560466064942e-161,0.344879238993425,0.418,0.054,1.55549848477328e-156,"1","Zfp143",TRUE,FALSE
"Cinp",7.71822921198025e-161,0.446061123115235,0.579,0.099,2.18063129926078e-156,"1","Cinp",FALSE,FALSE
"Mdm2",7.87789508548228e-161,0.994567265624909,0.883,0.237,2.22574169850131e-156,"1","Mdm2",FALSE,FALSE
"Lpin3",9.94420554912181e-161,0.378908793343859,0.468,0.068,2.80953639379339e-156,"1","Lpin3",FALSE,FALSE
"Set",1.03225963321233e-160,1.18481220067644,0.99,0.409,2.91644314171481e-156,"1","Set",FALSE,FALSE
"Phf5a",1.08397049531e-160,0.774670290247688,0.886,0.234,3.06254184039935e-156,"1","Phf5a",TRUE,FALSE
"Plk3",1.30091856503525e-160,0.458535077685128,0.492,0.073,3.6754852217941e-156,"1","Plk3",FALSE,FALSE
"Pfdn4",2.17209650060517e-160,0.720954526166378,0.843,0.206,6.13682424315978e-156,"1","Pfdn4",FALSE,FALSE
"Rps27l",2.70055126727032e-160,1.3554127498376,0.993,0.469,7.62986749541883e-156,"1","Rps27l",FALSE,FALSE
"Eif3d",5.86511914771066e-160,0.86085606179088,0.963,0.283,1.65707211280269e-155,"1","Eif3d",FALSE,FALSE
"Gadd45a",6.32812311740084e-160,1.19128704135157,0.95,0.298,1.78788462435926e-155,"1","Gadd45a",FALSE,FALSE
"Timm17a",1.42430582998128e-159,0.923021947679746,0.953,0.291,4.02409126144611e-155,"1","Timm17a",FALSE,FALSE
"Timm10",4.49911644503581e-159,0.707324275853862,0.86,0.213,1.27113536921597e-154,"1","Timm10",FALSE,FALSE
"BC056474",4.51658176340827e-159,0.80053896445849,0.89,0.237,1.27606984561574e-154,"1","BC056474",FALSE,FALSE
"Cct2",5.26950413409887e-159,0.999116999619693,0.993,0.358,1.48879300300695e-154,"1","Cct2",FALSE,FALSE
"Tkt",8.1333812540913e-159,0.480221379918629,0.562,0.095,2.29792420571842e-154,"1","Tkt",FALSE,FALSE
"Tfam",1.57381163519176e-158,0.526030310191262,0.732,0.153,4.44649001290727e-154,"1","Tfam",TRUE,FALSE
"Mrpl20",2.12384546659502e-158,0.806515350128879,0.957,0.273,6.00050059677092e-154,"1","Mrpl20",FALSE,FALSE
"Gcsh",2.22391088297584e-158,0.60854624686393,0.789,0.176,6.28321541767165e-154,"1","Gcsh",FALSE,FALSE
"Cebpz",2.26051477498866e-158,0.896825416768847,0.97,0.296,6.38663239377547e-154,"1","Cebpz",TRUE,FALSE
"Morc3",4.2153151510216e-158,0.540884929857125,0.753,0.158,1.19095298961813e-153,"1","Morc3",FALSE,FALSE
"Asna1",8.57255222804416e-158,0.48627575674043,0.706,0.142,2.42200318098932e-153,"1","Asna1",FALSE,FALSE
"Ssrp1",8.89614644758442e-158,0.808029673193539,0.92,0.254,2.51342825583603e-153,"1","Ssrp1",FALSE,FALSE
"Bysl",1.69281943766881e-157,0.466964900464589,0.629,0.117,4.7827227572457e-153,"1","Bysl",FALSE,FALSE
"2810408M09Rik",1.85754959785756e-157,0.392094120420942,0.485,0.073,5.24813487882696e-153,"1","2810408M09Rik",FALSE,FALSE
"Bzw1",3.12176083871862e-157,0.978178854242344,0.967,0.314,8.81991089763171e-153,"1","Bzw1",FALSE,FALSE
"Tmem238",5.94107208914387e-157,0.395847823699786,0.535,0.087,1.67853109734582e-152,"1","Tmem238",FALSE,FALSE
"Gps1",7.54969157730223e-157,0.613221423255853,0.826,0.193,2.1330143613352e-152,"1","Gps1",FALSE,FALSE
"B3galt6",8.00068955397162e-157,0.370485946226742,0.448,0.064,2.2604348196836e-152,"1","B3galt6",FALSE,TRUE
"Cd44",1.15408297314017e-156,0.86610007522648,0.88,0.226,3.26063062401292e-152,"1","Cd44",FALSE,TRUE
"Zfp330",1.18638355342627e-156,0.524145001769005,0.756,0.162,3.35188945349523e-152,"1","Zfp330",FALSE,FALSE
"Rbm19",1.42561203799238e-156,0.303863582455415,0.415,0.055,4.02778169093988e-152,"1","Rbm19",FALSE,FALSE
"Dusp5",1.55232837138385e-156,0.523693602629917,0.572,0.099,4.3857933476708e-152,"1","Dusp5",FALSE,FALSE
"Pwp1",3.11289252472216e-156,0.444810628552591,0.605,0.109,8.79485525009753e-152,"1","Pwp1",FALSE,FALSE
"Llph",3.39602765798844e-156,0.866371781348683,0.953,0.286,9.59479694211474e-152,"1","Llph",FALSE,FALSE
"Ttc1",5.2237827626192e-156,0.572694408189104,0.796,0.18,1.4758753439228e-151,"1","Ttc1",FALSE,FALSE
"Erlin1",6.9990485773303e-156,0.396643833673004,0.485,0.074,1.97744119455313e-151,"1","Erlin1",FALSE,FALSE
"Chordc1",1.98515952390743e-155,0.658110499183807,0.753,0.168,5.60867120289567e-151,"1","Chordc1",FALSE,FALSE
"Gsr",3.00586146009979e-155,0.557977292006692,0.709,0.144,8.49246038321993e-151,"1","Gsr",FALSE,FALSE
"Snrpa",4.58362607825958e-155,0.651315452375042,0.823,0.197,1.29501187589068e-150,"1","Snrpa",FALSE,FALSE
"Rrp36",6.70125674442348e-155,0.405086174872557,0.622,0.113,1.89330606800197e-150,"1","Rrp36",FALSE,FALSE
"Emc4",6.99564945248646e-155,0.670784740612154,0.796,0.186,1.976480839811e-150,"1","Emc4",FALSE,FALSE
"Cct4",1.24873026939327e-154,1.05474047897697,0.987,0.399,3.52803763011681e-150,"1","Cct4",FALSE,FALSE
"Actl6a",1.88436683196663e-154,0.521705047673997,0.753,0.162,5.32390161035531e-150,"1","Actl6a",FALSE,FALSE
"Api5",1.97582300229583e-154,0.575115482040614,0.753,0.165,5.58229272838641e-150,"1","Api5",FALSE,FALSE
"Ddx21",2.57911392618314e-154,1.07179098189042,0.99,0.363,7.28677057564522e-150,"1","Ddx21",FALSE,FALSE
"Bzw2",6.29505454438982e-154,0.720697821198471,0.786,0.185,1.77854176042646e-149,"1","Bzw2",FALSE,FALSE
"Gm9825",1.21257723813237e-153,0.376135055937788,0.408,0.054,3.42589447089538e-149,"1","Gm9825",FALSE,FALSE
"Mtrr",1.2139724517648e-153,0.338370034689939,0.431,0.06,3.42983636797109e-149,"1","Mtrr",FALSE,FALSE
"Med8",2.23547337582188e-153,0.491477896883843,0.682,0.137,6.31588292870956e-149,"1","Med8",FALSE,FALSE
"Gspt1",3.37768792357752e-153,0.835113180603432,0.923,0.264,9.54298169048357e-149,"1","Gspt1",FALSE,FALSE
"Ino80e",4.07513851081936e-153,0.472049099081159,0.672,0.132,1.15134888346179e-148,"1","Ino80e",FALSE,FALSE
"Polr2d",4.16415279698478e-153,0.469854820008416,0.706,0.144,1.17649808973211e-148,"1","Polr2d",FALSE,FALSE
"Taf5l",4.73728071376906e-153,0.401352026023247,0.548,0.093,1.33842392006117e-148,"1","Taf5l",FALSE,FALSE
"Mthfd1",7.52146795228796e-153,0.448795452635265,0.605,0.11,2.12504034055992e-148,"1","Mthfd1",FALSE,FALSE
"Rpp30",7.58057406834729e-153,0.452400843157723,0.642,0.123,2.14173959153016e-148,"1","Rpp30",FALSE,FALSE
"Serbp1",1.08946034419016e-152,1.18801679777388,0.993,0.581,3.07805231044045e-148,"1","Serbp1",FALSE,FALSE
"C230081A13Rik",1.23075240511141e-152,0.382409627143883,0.559,0.095,3.47724477016128e-148,"1","C230081A13Rik",FALSE,FALSE
"Il11",1.40960468618645e-152,0.52226554994922,0.214,0.016,3.98255611988258e-148,"1","Il11",FALSE,FALSE
"Rpp38",1.52186072817613e-152,0.415140655910631,0.522,0.085,4.29971311531602e-148,"1","Rpp38",FALSE,FALSE
"Ppm1g",2.2492235801329e-152,0.518307302416521,0.719,0.151,6.35473138094948e-148,"1","Ppm1g",FALSE,FALSE
"Psmc5",3.04526062752446e-152,0.843013268532024,0.95,0.285,8.60377485094487e-148,"1","Psmc5",FALSE,FALSE
"Pus3",6.23452053435606e-152,0.352429108387237,0.572,0.098,1.76143908657162e-147,"1","Pus3",FALSE,FALSE
"Mrpl50",1.40136592503085e-151,0.577084905002327,0.783,0.181,3.95927914798965e-147,"1","Mrpl50",FALSE,FALSE
"Aasdhppt",1.40187175883883e-151,0.496674088881148,0.692,0.142,3.96070828024736e-147,"1","Aasdhppt",FALSE,FALSE
"Rps2",2.17333893938432e-151,1.16232812665568,1,0.603,6.14033450544251e-147,"1","Rps2",FALSE,FALSE
"Vav3",2.40546687416336e-151,0.427085861123135,0.559,0.097,6.79616555957374e-147,"1","Vav3",FALSE,FALSE
