"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rnf213.1",5.0380556180361e-139,-0.466674706287352,0.421,0.426,1.42340185376374e-134,"Monocyte (Inflammatory)","Rnf213"
"S100a4.1",3.90542495256345e-135,-0.547163855981258,0.764,0.726,1.10339971184775e-130,"Monocyte (Inflammatory)","S100a4"
"Cd14.1",9.52181325938546e-135,-0.568834751754581,0.844,0.774,2.69019790017417e-130,"Monocyte (Inflammatory)","Cd14"
"Rpl9",1.15872741697561e-134,-0.374477408717588,0.768,0.73,3.27375257118119e-130,"Monocyte (Inflammatory)","Rpl9"
"Oasl2",7.75712064656162e-132,-0.373638300025622,0.355,0.378,2.19161929627305e-127,"Monocyte (Inflammatory)","Oasl2"
"Slfn8",4.02332050751739e-127,-0.311089142442963,0.196,0.238,1.13670874298889e-122,"Monocyte (Inflammatory)","Slfn8"
"Synj1",9.10752803478935e-126,-0.35965879543651,0.458,0.45,2.57314989566904e-121,"Monocyte (Inflammatory)","Synj1"
"Tspan13",3.37936922839116e-125,-0.390559192804452,0.285,0.324,9.54773188097356e-121,"Monocyte (Inflammatory)","Tspan13"
"Icam1",4.69537431044496e-125,-0.420221932987784,0.36,0.375,1.32658410393001e-120,"Monocyte (Inflammatory)","Icam1"
"Dennd4a.1",6.16472269891517e-123,-0.349612080640373,0.248,0.282,1.7417191041245e-118,"Monocyte (Inflammatory)","Dennd4a"
"Ccr1.1",1.34210213748945e-120,-0.446754050657586,0.312,0.342,3.79184116904896e-116,"Monocyte (Inflammatory)","Ccr1"
"Tm6sf1",1.24466659283826e-119,-0.293138317672462,0.689,0.622,3.51655652474595e-115,"Monocyte (Inflammatory)","Tm6sf1"
"Mxd1.1",1.48919220250246e-119,-0.434738940915177,0.278,0.31,4.2074147297302e-115,"Monocyte (Inflammatory)","Mxd1"
"Trim30d",3.78719830209871e-118,-0.269894743236027,0.193,0.235,1.06999713629195e-113,"Monocyte (Inflammatory)","Trim30d"
"Cdkn1b",7.43937521023268e-118,-0.302015658221897,0.202,0.242,2.10184667814704e-113,"Monocyte (Inflammatory)","Cdkn1b"
"Slfn5.1",5.7699885912755e-117,-0.452896239139991,0.322,0.342,1.63019487669307e-112,"Monocyte (Inflammatory)","Slfn5"
"Selplg",3.74254914492621e-116,-0.366022320082209,0.672,0.605,1.057382409916e-111,"Monocyte (Inflammatory)","Selplg"
"Rtp4",1.16769977564047e-115,-0.379212335999564,0.424,0.434,3.29910217611703e-111,"Monocyte (Inflammatory)","Rtp4"
"Irgm1",2.87600495831302e-115,-0.371453433598324,0.233,0.266,8.12557680872179e-111,"Monocyte (Inflammatory)","Irgm1"
"Itgal.1",4.22816233904599e-115,-0.297973634808268,0.149,0.192,1.19458270565066e-110,"Monocyte (Inflammatory)","Itgal"
"Marcks",3.70356503665733e-110,-0.284431661083775,0.89,0.814,1.0463682298068e-105,"Monocyte (Inflammatory)","Marcks"
"Evi2a",3.75622172950042e-110,-0.272179433033647,0.74,0.662,1.06124532523575e-105,"Monocyte (Inflammatory)","Evi2a"
"Ifit1",1.14297849177298e-109,-0.477866639513518,0.112,0.152,3.2292571328062e-105,"Monocyte (Inflammatory)","Ifit1"
"Myo1g",1.31252494633545e-109,-0.385026700130712,0.329,0.339,3.70827673088154e-105,"Monocyte (Inflammatory)","Myo1g"
"Pirb.1",2.43342209376439e-108,-0.295026617305071,0.659,0.601,6.87514744151253e-104,"Monocyte (Inflammatory)","Pirb"
"Wsb1",1.11161264065479e-107,-0.395070863219118,0.598,0.556,3.14063919364198e-103,"Monocyte (Inflammatory)","Wsb1"
"Chi3l3.1",3.63039997387643e-107,-0.804748291552113,0.417,0.303,1.02569690461931e-102,"Monocyte (Inflammatory)","Chi3l3"
"Ptger4",1.38866022332946e-106,-0.29290364912045,0.15,0.191,3.92338172897271e-102,"Monocyte (Inflammatory)","Ptger4"
"Trf.1",1.4343449312905e-105,-0.322821336257533,0.585,0.578,4.05245473437505e-101,"Monocyte (Inflammatory)","Trf"
"Smchd1.1",1.07218364608856e-104,-0.385753159906166,0.418,0.413,3.029240455294e-100,"Monocyte (Inflammatory)","Smchd1"
"Ifih1",2.79516323306466e-104,-0.342663927179081,0.225,0.256,7.8971746823776e-100,"Monocyte (Inflammatory)","Ifih1"
"S100a11.1",6.92518467734969e-104,-0.516458190717469,0.846,0.762,1.95657242689161e-99,"Monocyte (Inflammatory)","S100a11"
"Batf",1.67932857891982e-103,-0.292306526247988,0.173,0.209,4.74460703402217e-99,"Monocyte (Inflammatory)","Batf"
"Rsad2",6.15507535695735e-103,-0.742538946197468,0.211,0.247,1.73899344060116e-98,"Monocyte (Inflammatory)","Rsad2"
"Pip4k2a",1.82269534625131e-102,-0.323491571004505,0.455,0.442,5.14966116176383e-98,"Monocyte (Inflammatory)","Pip4k2a"
"Ddx58",6.93916693376685e-102,-0.282919693408739,0.189,0.225,1.96052283379715e-97,"Monocyte (Inflammatory)","Ddx58"
"Mbnl1",5.83761854046042e-100,-0.305728182595665,0.69,0.623,1.64930236623628e-95,"Monocyte (Inflammatory)","Mbnl1"
"Agpat4.1",6.20886986680292e-100,-0.318415873335355,0.266,0.29,1.75419200346783e-95,"Monocyte (Inflammatory)","Agpat4"
"Cfp",3.19647514218758e-98,-0.434869897128869,0.655,0.589,9.03100121922258e-94,"Monocyte (Inflammatory)","Cfp"
"Nlrp3.1",1.59161912085513e-97,-0.477251980226581,0.332,0.35,4.49680150215199e-93,"Monocyte (Inflammatory)","Nlrp3"
"Dpysl2",6.20634405134794e-97,-0.29401736958639,0.35,0.362,1.75347838482733e-92,"Monocyte (Inflammatory)","Dpysl2"
"Slfn4.1",9.85145170644408e-97,-0.434660244275836,0.108,0.145,2.78333065062164e-92,"Monocyte (Inflammatory)","Slfn4"
"Celf2",5.75001108849092e-95,-0.287131079929769,0.656,0.595,1.62455063283134e-90,"Monocyte (Inflammatory)","Celf2"
"Zeb2.1",7.46490112573846e-95,-0.322677148780076,0.904,0.821,2.10905851505489e-90,"Monocyte (Inflammatory)","Zeb2"
"Rpl6",5.5343270183782e-94,-0.257302301765579,0.885,0.823,1.56361341250239e-89,"Monocyte (Inflammatory)","Rpl6"
"Tor3a",2.89597473687099e-91,-0.358482873016511,0.318,0.329,8.1819974240816e-87,"Monocyte (Inflammatory)","Tor3a"
"Zyx.1",1.19552498300729e-90,-0.346519427658886,0.528,0.493,3.37771673449049e-86,"Monocyte (Inflammatory)","Zyx"
"Gm6377",1.27015869395337e-90,-0.347077622919272,0.303,0.323,3.58857935802645e-86,"Monocyte (Inflammatory)","Gm6377"
"Fcgrt.1",2.48749613931777e-90,-0.316724951407064,0.418,0.427,7.02792284241451e-86,"Monocyte (Inflammatory)","Fcgrt"
"Fam46a",3.6446881158293e-90,-0.433421865299039,0.489,0.471,1.02973373336525e-85,"Monocyte (Inflammatory)","Fam46a"
"Dck",5.38008008736345e-90,-0.328434681508335,0.244,0.269,1.5200340270828e-85,"Monocyte (Inflammatory)","Dck"
"Fgd2.1",9.97312952128403e-90,-0.270470883867746,0.274,0.299,2.81770828364838e-85,"Monocyte (Inflammatory)","Fgd2"
"S100a6.1",1.12999075138405e-89,-0.331719312832002,0.891,0.869,3.19256286988536e-85,"Monocyte (Inflammatory)","S100a6"
"Cd81.1",2.4407474277863e-89,-0.388936852723197,0.243,0.28,6.89584370772464e-85,"Monocyte (Inflammatory)","Cd81"
"Slc38a2.1",1.80004020211335e-86,-0.371944783053306,0.54,0.508,5.08565358303083e-82,"Monocyte (Inflammatory)","Slc38a2"
"Ndufa6",1.51037874379258e-84,-0.255508466423994,0.816,0.72,4.26727306483719e-80,"Monocyte (Inflammatory)","Ndufa6"
"F13a1",2.66561794357598e-84,-0.388456217857324,0.446,0.444,7.53117037598523e-80,"Monocyte (Inflammatory)","F13a1"
"Rab43",5.47496974812725e-84,-0.323576275144684,0.376,0.376,1.54684320293839e-79,"Monocyte (Inflammatory)","Rab43"
"Ppp2ca.1",5.14241943006222e-83,-0.273737329217521,0.796,0.71,1.45288776157548e-78,"Monocyte (Inflammatory)","Ppp2ca"
"Tle3",8.67275720702779e-83,-0.279542165319895,0.187,0.217,2.45031409370156e-78,"Monocyte (Inflammatory)","Tle3"
"Id3.1",3.47054940882811e-82,-0.489291943811302,0.227,0.256,9.80534324476205e-78,"Monocyte (Inflammatory)","Id3"
"Cebpb.1",1.18367229749393e-81,-0.436509965613114,0.868,0.789,3.3442293421096e-77,"Monocyte (Inflammatory)","Cebpb"
"Nfe2l2.1",8.97600931010911e-81,-0.32309971726749,0.757,0.676,2.53599191038513e-76,"Monocyte (Inflammatory)","Nfe2l2"
"Srsf2",1.63226273808988e-80,-0.267643733208834,0.779,0.706,4.61163191392533e-76,"Monocyte (Inflammatory)","Srsf2"
"Nadk",3.07238546416537e-79,-0.294841033719391,0.482,0.453,8.68041065190642e-75,"Monocyte (Inflammatory)","Nadk"
"Picalm.1",3.08369046659369e-77,-0.282897658978327,0.742,0.663,8.71235067526716e-73,"Monocyte (Inflammatory)","Picalm"
"Foxp1",4.03798143942591e-75,-0.322470261385669,0.584,0.538,1.140850896081e-70,"Monocyte (Inflammatory)","Foxp1"
"Rps27",2.95434414096923e-72,-0.466118065105619,0.396,0.424,8.34690850148036e-68,"Monocyte (Inflammatory)","Rps27"
"Oasl1",7.19384858416217e-72,-0.365016397764039,0.161,0.19,2.03247804048334e-67,"Monocyte (Inflammatory)","Oasl1"
"Phlda1.1",1.37571085165137e-71,-0.518967602647392,0.325,0.338,3.88679586917062e-67,"Monocyte (Inflammatory)","Phlda1"
"Acer3.1",5.01057931979568e-71,-0.278109463778853,0.361,0.359,1.41563897522187e-66,"Monocyte (Inflammatory)","Acer3"
"Ramp1",2.47866630244581e-70,-0.321555202693022,0.392,0.389,7.00297590430014e-66,"Monocyte (Inflammatory)","Ramp1"
"Tor1aip1.1",3.29131595363071e-70,-0.299254079236196,0.657,0.583,9.29895496379286e-66,"Monocyte (Inflammatory)","Tor1aip1"
"Ssh2",1.94519963672026e-67,-0.253952515081972,0.272,0.293,5.49577253362574e-63,"Monocyte (Inflammatory)","Ssh2"
"Hck.1",1.2240102569613e-66,-0.285801293506899,0.54,0.494,3.45819617899277e-62,"Monocyte (Inflammatory)","Hck"
"Ccl3",1.26198481238836e-66,-0.325609863954986,0.524,0.413,3.56548569044082e-62,"Monocyte (Inflammatory)","Ccl3"
"Psmb10",1.59316524964847e-65,-0.269767428801681,0.693,0.609,4.50116977983183e-61,"Monocyte (Inflammatory)","Psmb10"
"Fgr.1",1.96725972201033e-65,-0.256111637485387,0.285,0.301,5.5580988925958e-61,"Monocyte (Inflammatory)","Fgr"
"9930111J21Rik2",2.16618497021102e-63,-0.271132690036748,0.211,0.235,6.1201223963372e-59,"Monocyte (Inflammatory)","9930111J21Rik2"
"Ikbkb",2.28319780178861e-63,-0.323243059756486,0.502,0.462,6.45071874939336e-59,"Monocyte (Inflammatory)","Ikbkb"
"Ptpro",5.19571371775931e-63,-0.251672577098031,0.274,0.29,1.46794499667854e-58,"Monocyte (Inflammatory)","Ptpro"
"Usp18",1.81600283462243e-62,-0.274976262994473,0.157,0.184,5.13075280865874e-58,"Monocyte (Inflammatory)","Usp18"
"Sema4d.1",4.78676909894858e-62,-0.271748466531471,0.324,0.331,1.35240587352594e-57,"Monocyte (Inflammatory)","Sema4d"
"Xaf1",3.9213530385497e-61,-0.280504031929279,0.307,0.316,1.10789987398145e-56,"Monocyte (Inflammatory)","Xaf1"
"Cd40",6.35947490864786e-60,-0.29845182080281,0.222,0.24,1.79674244594028e-55,"Monocyte (Inflammatory)","Cd40"
"Gas7.1",8.72489288061758e-60,-0.288150446526253,0.372,0.373,2.46504398556089e-55,"Monocyte (Inflammatory)","Gas7"
"Arid5a",8.78180205201841e-59,-0.252129067375848,0.18,0.204,2.48112253375676e-54,"Monocyte (Inflammatory)","Arid5a"
"Tra2b",5.73792974231727e-58,-0.27427893846525,0.662,0.592,1.6211372900969e-53,"Monocyte (Inflammatory)","Tra2b"
"Il2rg",5.06915953805581e-57,-0.263394625809804,0.29,0.299,1.43218964428691e-52,"Monocyte (Inflammatory)","Il2rg"
"Tlr2.1",8.83802962067246e-57,-0.36354291402929,0.515,0.485,2.49700850872859e-52,"Monocyte (Inflammatory)","Tlr2"
"Dnajb1.1",9.37760653090558e-57,-0.555352215491252,0.402,0.385,2.64945517317675e-52,"Monocyte (Inflammatory)","Dnajb1"
"Gadd45b",9.47400152611877e-54,-0.397758163868658,0.753,0.678,2.67668965117434e-49,"Monocyte (Inflammatory)","Gadd45b"
"Cd72.1",1.86746174137729e-53,-0.452147074355665,0.268,0.284,5.27613965791327e-49,"Monocyte (Inflammatory)","Cd72"
"Dek",7.804572789008e-53,-0.264428017565537,0.621,0.554,2.20502595007843e-48,"Monocyte (Inflammatory)","Dek"
"Fosl2.1",1.84269339159785e-52,-0.386803586842791,0.512,0.48,5.2061616392814e-48,"Monocyte (Inflammatory)","Fosl2"
"Ccdc88a",8.88678187683004e-52,-0.337740179956032,0.345,0.34,2.51078248366079e-47,"Monocyte (Inflammatory)","Ccdc88a"
"Rps7",1.62112764754163e-51,-0.346755251497953,0.509,0.504,4.58017194259937e-47,"Monocyte (Inflammatory)","Rps7"
"Rapgef2.1",2.14525357439185e-51,-0.252923513961538,0.187,0.207,6.0609849237293e-47,"Monocyte (Inflammatory)","Rapgef2"
"Myd88",2.27654459791042e-51,-0.257432668509256,0.34,0.333,6.43192145247632e-47,"Monocyte (Inflammatory)","Myd88"
"Cyp51.1",9.09964464605542e-50,-0.252897247486797,0.143,0.166,2.57092260185004e-45,"Monocyte (Inflammatory)","Cyp51"
"Bach1.1",9.11410328028062e-50,-0.358151384893843,0.569,0.519,2.57500759977768e-45,"Monocyte (Inflammatory)","Bach1"
"Tppp3.1",8.32848900439704e-49,-0.286332781326473,0.205,0.229,2.3530479984123e-44,"Monocyte (Inflammatory)","Tppp3"
"G530011O06Rik",1.51359250286179e-48,-0.289968961215599,0.171,0.193,4.27635289833541e-44,"Monocyte (Inflammatory)","G530011O06Rik"
"Errfi1.1",2.93422747545335e-48,-0.344025731192428,0.257,0.272,8.29007288639835e-44,"Monocyte (Inflammatory)","Errfi1"
"Clk1",5.1597708412469e-48,-0.278062919358992,0.652,0.587,1.45779005577749e-43,"Monocyte (Inflammatory)","Clk1"
"Jak2",5.46572989967303e-48,-0.263257199870354,0.189,0.206,1.54423266855462e-43,"Monocyte (Inflammatory)","Jak2"
"Fus",1.15119254278715e-47,-0.256878216101271,0.641,0.574,3.25246429113654e-43,"Monocyte (Inflammatory)","Fus"
"Prcp",1.80340663767609e-47,-0.263321502738013,0.576,0.521,5.09516477342626e-43,"Monocyte (Inflammatory)","Prcp"
"Crlf3",5.94245151146159e-47,-0.253926407602825,0.33,0.328,1.67892082553324e-42,"Monocyte (Inflammatory)","Crlf3"
"Whsc1l1",3.98224748101284e-45,-0.299918242420711,0.463,0.427,1.12510438081056e-40,"Monocyte (Inflammatory)","Whsc1l1"
"Zfp36l1",4.42276197255527e-45,-0.330174988384312,0.687,0.617,1.24956294010604e-40,"Monocyte (Inflammatory)","Zfp36l1"
"Jdp2.1",1.65315298796893e-44,-0.337120993346681,0.222,0.236,4.67065313690862e-40,"Monocyte (Inflammatory)","Jdp2"
"Snhg1",5.11261373239878e-44,-0.286375436258156,0.297,0.299,1.44446675781463e-39,"Monocyte (Inflammatory)","Snhg1"
"Ankrd44",5.11424966507359e-44,-0.270727508107589,0.31,0.31,1.44492895787324e-39,"Monocyte (Inflammatory)","Ankrd44"
"Ndel1.1",1.37254973286364e-43,-0.273924577801326,0.58,0.519,3.87786476025963e-39,"Monocyte (Inflammatory)","Ndel1"
"Lrrfip1.1",3.32055559264403e-43,-0.310992440287501,0.605,0.535,9.38156571589719e-39,"Monocyte (Inflammatory)","Lrrfip1"
"Daxx",9.27006698642599e-42,-0.263841598564046,0.241,0.249,2.61907202567493e-37,"Monocyte (Inflammatory)","Daxx"
"Ogfr",9.33099584769615e-42,-0.253531923662287,0.409,0.385,2.63628625684959e-37,"Monocyte (Inflammatory)","Ogfr"
"Gm9843",5.73197186233772e-41,-0.510129110237888,0.648,0.589,1.61945401026628e-36,"Monocyte (Inflammatory)","Gm9843"
"Ccl24",2.50137296831931e-40,-0.416626942187658,0.105,0.129,7.06712904739255e-36,"Monocyte (Inflammatory)","Ccl24"
"Ubald2",4.5660440041536e-40,-0.278480816268409,0.458,0.423,1.29004441249352e-35,"Monocyte (Inflammatory)","Ubald2"
"Ccdc109b.1",6.21322616473415e-39,-0.261834721219112,0.542,0.483,1.75542278832234e-34,"Monocyte (Inflammatory)","Ccdc109b"
"Rpl27",2.62989366394601e-38,-0.293228625717943,0.482,0.475,7.43023856874666e-34,"Monocyte (Inflammatory)","Rpl27"
"Map3k8",2.63742748334253e-36,-0.2785559255192,0.272,0.277,7.45152386868764e-32,"Monocyte (Inflammatory)","Map3k8"
"Mapkapk2.1",8.63625477055535e-36,-0.258561783680383,0.673,0.586,2.440001060325e-31,"Monocyte (Inflammatory)","Mapkapk2"
"Ifi35.1",1.98195923735154e-34,-0.274905720475614,0.398,0.373,5.59962943328931e-30,"Monocyte (Inflammatory)","Ifi35"
"Rpl23a",2.67262281123038e-34,-0.301629017310415,0.44,0.453,7.55096122856918e-30,"Monocyte (Inflammatory)","Rpl23a"
"Zc3hav1.1",1.06843958275472e-33,-0.297293388431062,0.469,0.431,3.01866235315692e-29,"Monocyte (Inflammatory)","Zc3hav1"
"Tmsb10.1",5.81157314691044e-33,-0.302059194695492,0.92,0.87,1.64194376119661e-28,"Monocyte (Inflammatory)","Tmsb10"
"Notch2",6.64469868342932e-33,-0.258329977313346,0.297,0.296,1.87732671902928e-28,"Monocyte (Inflammatory)","Notch2"
"Mat2a",2.36386922203087e-32,-0.27533329636771,0.565,0.513,6.67863971300383e-28,"Monocyte (Inflammatory)","Mat2a"
"Slc7a11.1",2.59001442596321e-32,-0.328167428590344,0.099,0.118,7.31756775767387e-28,"Monocyte (Inflammatory)","Slc7a11"
"Crem.1",2.12742398574842e-31,-0.350474395880829,0.367,0.351,6.010610986935e-27,"Monocyte (Inflammatory)","Crem"
"Runx3",2.74288196284755e-31,-0.274842898779593,0.353,0.348,7.74946440963317e-27,"Monocyte (Inflammatory)","Runx3"
"H2-T22",4.61276580218195e-31,-0.302749439099111,0.497,0.448,1.30324472209047e-26,"Monocyte (Inflammatory)","H2-T22"
"Cxcl2.1",2.99683796681965e-29,-0.908633724054727,0.482,0.466,8.46696630765556e-25,"Monocyte (Inflammatory)","Cxcl2"
"Rps12",8.60037082991437e-29,-0.268917492425353,0.452,0.461,2.42986277057571e-24,"Monocyte (Inflammatory)","Rps12"
"Ccl4",3.66549751019996e-28,-0.87415497869728,0.478,0.449,1.0356130115568e-23,"Monocyte (Inflammatory)","Ccl4"
"Gsr.1",4.08750423509776e-28,-0.429341619250273,0.204,0.211,1.15484257154217e-23,"Monocyte (Inflammatory)","Gsr"
"BC028528",1.53915097047253e-27,-0.275200746405369,0.446,0.406,4.34856323687605e-23,"Monocyte (Inflammatory)","BC028528"
"Tiparp.1",3.95584994405267e-27,-0.322970441546862,0.523,0.479,1.1176462846932e-22,"Monocyte (Inflammatory)","Tiparp"
"Skil",1.20882870576095e-26,-0.307723132751757,0.607,0.535,3.41530374238641e-22,"Monocyte (Inflammatory)","Skil"
"Sde2.1",2.59455351042033e-26,-0.268599787089202,0.47,0.431,7.33039203299057e-22,"Monocyte (Inflammatory)","Sde2"
"F10.1",1.24736992169499e-25,-0.341663900071375,0.237,0.189,3.52419423976485e-21,"Monocyte (Inflammatory)","F10"
"Trafd1",2.46794207050295e-24,-0.262300181798717,0.491,0.446,6.97267673179198e-20,"Monocyte (Inflammatory)","Trafd1"
"Smox.1",2.70715886894718e-24,-0.296597991998612,0.302,0.29,7.64853595243646e-20,"Monocyte (Inflammatory)","Smox"
"Nfkbib.1",3.59545460886009e-24,-0.260887575861259,0.439,0.396,1.01582379064124e-19,"Monocyte (Inflammatory)","Nfkbib"
"Ppp1r10",4.75921624400805e-24,-0.285063233609731,0.447,0.416,1.34462136541959e-19,"Monocyte (Inflammatory)","Ppp1r10"
"Sowahc",2.87072782810239e-23,-0.264971458362075,0.259,0.259,8.11066733273768e-19,"Monocyte (Inflammatory)","Sowahc"
"Mbtd1",3.3642948512435e-23,-0.253005917309481,0.284,0.278,9.50514224321826e-19,"Monocyte (Inflammatory)","Mbtd1"
"Gm11974",3.57891466299802e-23,-0.282487554939215,0.233,0.236,1.01115075973683e-18,"Monocyte (Inflammatory)","Gm11974"
"Hexim1",7.61832892287037e-23,-0.306327345394367,0.324,0.313,2.15240647057857e-18,"Monocyte (Inflammatory)","Hexim1"
"Cks2",9.41389344605817e-23,-0.32065270899986,0.223,0.224,2.65970731531482e-18,"Monocyte (Inflammatory)","Cks2"
"Axl",9.48363386546223e-23,-0.263016414779882,0.344,0.337,2.67941107600904e-18,"Monocyte (Inflammatory)","Axl"
"Limd2",1.20602867367732e-22,-0.255648692509705,0.528,0.475,3.40739281174054e-18,"Monocyte (Inflammatory)","Limd2"
"Pfkp.1",2.13693225180603e-22,-0.269533546554941,0.286,0.276,6.03747469102756e-18,"Monocyte (Inflammatory)","Pfkp"
"Coq10b.1",5.07520270602465e-22,-0.266635787716088,0.425,0.391,1.43389702053314e-17,"Monocyte (Inflammatory)","Coq10b"
"Il10.1",2.58867062178639e-21,-0.431060328363998,0.118,0.132,7.3137711077331e-17,"Monocyte (Inflammatory)","Il10"
"Fnbp1",1.18890504676535e-20,-0.268822948205094,0.386,0.356,3.35901342862615e-16,"Monocyte (Inflammatory)","Fnbp1"
"Cd44.1",1.04367628790474e-19,-0.337913118199712,0.799,0.694,2.94869861621725e-15,"Monocyte (Inflammatory)","Cd44"
"Trib1",2.13665173333656e-19,-0.299141682726098,0.519,0.476,6.0366821421958e-15,"Monocyte (Inflammatory)","Trib1"
"Slc16a3.1",2.7102948302119e-19,-0.399401692631954,0.226,0.224,7.65739598379768e-15,"Monocyte (Inflammatory)","Slc16a3"
"Ptafr.1",1.39035410560282e-18,-0.291658288209549,0.632,0.55,3.92816745455965e-14,"Monocyte (Inflammatory)","Ptafr"
"Ptgs2.1",1.65660225807541e-18,-0.465375067986789,0.138,0.149,4.68039835974045e-14,"Monocyte (Inflammatory)","Ptgs2"
"Nfil3.1",5.24858794872219e-18,-0.298532271280058,0.39,0.365,1.48288355315248e-13,"Monocyte (Inflammatory)","Nfil3"
"Cflar.1",2.71360687934897e-17,-0.316666780423108,0.519,0.46,7.66675351622465e-13,"Monocyte (Inflammatory)","Cflar"
"mt-Nd5",5.98143533016923e-17,-0.278909659306519,0.779,0.709,1.68993492383271e-12,"Monocyte (Inflammatory)","mt-Nd5"
"Hsph1",6.83735759234046e-17,-0.600989358312949,0.237,0.234,1.93175864056395e-12,"Monocyte (Inflammatory)","Hsph1"
"Mrc1.1",1.18952999523572e-16,-0.448038655141465,0.525,0.47,3.36077909553948e-12,"Monocyte (Inflammatory)","Mrc1"
"Runx1",3.07153086580729e-16,-0.28317494028253,0.548,0.483,8.67799615516534e-12,"Monocyte (Inflammatory)","Runx1"
"Pnp.1",1.75956561633559e-15,-0.338930437969304,0.76,0.654,4.97130073583295e-11,"Monocyte (Inflammatory)","Pnp"
"Tnfaip3.1",2.43774417614036e-15,-0.275647213834636,0.476,0.387,6.88735862084936e-11,"Monocyte (Inflammatory)","Tnfaip3"
"Slpi.1",3.17908552331784e-15,-0.515033449585214,0.12,0.13,8.9818703290299e-11,"Monocyte (Inflammatory)","Slpi"
"Tob1",5.74786825440003e-15,-0.28201426320524,0.27,0.263,1.62394521791564e-10,"Monocyte (Inflammatory)","Tob1"
"Gls",1.09278787789721e-14,-0.292713330836123,0.502,0.447,3.087453591423e-10,"Monocyte (Inflammatory)","Gls"
"Csf2rb.1",7.73111084715259e-14,-0.319444604041757,0.521,0.464,2.18427074764602e-09,"Monocyte (Inflammatory)","Csf2rb"
"Klf4",6.17279417596806e-13,-0.287015411912685,0.708,0.646,1.74399953853626e-08,"Monocyte (Inflammatory)","Klf4"
"Stat1",1.94137902930996e-12,-0.262796087725046,0.35,0.326,5.48497817150942e-08,"Monocyte (Inflammatory)","Stat1"
"Sdc4",1.06317704869304e-10,-0.375667524298698,0.482,0.393,3.00379411567244e-06,"Monocyte (Inflammatory)","Sdc4"
"Atf3.1",4.85991951014861e-10,-0.408113586412435,0.716,0.631,1.37307305920229e-05,"Monocyte (Inflammatory)","Atf3"
"BC005537.1",5.53891919559948e-09,-0.25964425537559,0.797,0.698,0.000156491084033272,"Monocyte (Inflammatory)","BC005537"
"Jun.1",5.61458053069045e-08,-0.334690424413266,0.812,0.703,0.00158628743733597,"Monocyte (Inflammatory)","Jun"
"Il1rn.1",1.97286675934693e-07,-0.310582768474754,0.357,0.311,0.00557394045518288,"Monocyte (Inflammatory)","Il1rn"
"Nfat5.1",1.9752715118846e-07,-0.268929714459886,0.39,0.355,0.00558073460252757,"Monocyte (Inflammatory)","Nfat5"
"Bcl2l11.1",2.80983791174606e-07,-0.289974745880753,0.454,0.401,0.00793863505205614,"Monocyte (Inflammatory)","Bcl2l11"
"Lmnb1.1",4.15244031677144e-07,-0.316446412491409,0.35,0.317,0.0117318896269743,"Monocyte (Inflammatory)","Lmnb1"
"Cxcl1.1",5.17378385129479e-07,-0.355531159955897,0.116,0.104,0.0146174915150632,"Monocyte (Inflammatory)","Cxcl1"
"Plek.1",5.45308277089409e-07,-0.253343368922395,0.821,0.721,0.0154065947526071,"Monocyte (Inflammatory)","Plek"
"Tnf.1",7.26604680942789e-07,-0.403125321579509,0.326,0.303,0.0205287620506766,"Monocyte (Inflammatory)","Tnf"
"Gch1.1",1.04041707963297e-06,-0.265936299854458,0.415,0.367,0.0293949037508704,"Monocyte (Inflammatory)","Gch1"
"Gm26924",5.72423354406488e-06,-0.486873964150854,0.832,0.799,0.161726770320465,"Monocyte (Inflammatory)","Gm26924"
"Tmem123",6.01318598854754e-06,-0.486612655397688,0.356,0.317,0.169890543734434,"Monocyte (Inflammatory)","Tmem123"
"Gadd45g",0.000541154298555384,-0.26168427011677,0.33,0.289,1,"Monocyte (Inflammatory)","Gadd45g"
